order_id,customer_id,restaurant_id,cost,rating,food_preparation_time,delivery_time,total_time,delivery_delay,distance_km,order_hour,time_of_day,peak_hour_flag,traffic_level,delay_category,day_of_the_week,sentiment,sentiment_score,latitude,longitude
1002867,641,2624,109.0,3.8,41,23,64,4,3.82,20,Night,1,High,On Time,Weekend,Neutral,0.7,13.039694,77.62264
1002868,122,1659,549.0,4.6,12,80,92,17,14.93,9,Morning,0,High,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.920624,77.697887
1002869,733,1924,99.0,4.3,16,44,60,10,7.66,21,Night,1,High,Slightly Delayed,Weekday,Positive,0.825,12.938263,77.488271
1002870,880,3522,299.0,4.1,15,87,102,39,11.06,13,Afternoon,1,Jam,Heavily Delayed,Weekend,Positive,0.7749999999999999,13.073524,77.580684
1002871,915,3460,189.0,4.0,44,62,106,17,10.49,9,Morning,0,High,Heavily Delayed,Weekday,Positive,0.75,13.086614,77.632825
1002872,772,2501,130.0,4.4,36,39,75,0,8.93,18,Evening,0,Medium,On Time,Weekday,Positive,0.8500000000000001,13.07314,77.6528
1002873,203,4050,245.0,4.8,37,114,151,51,14.94,10,Morning,0,Jam,Heavily Delayed,Weekend,Positive,0.95,12.954862,77.658736
1002874,167,3857,714.0,2.9,32,35,67,15,4.04,19,Evening,1,Medium,Slightly Delayed,Weekday,Negative,0.475,13.045091,77.66869
1002875,192,4605,80.0,4.6,19,24,43,-7,6.9,9,Morning,0,Low,Early,Weekend,Positive,0.8999999999999999,12.969084,77.645429
1002876,745,3804,103.0,4.5,26,17,43,2,2.79,8,Morning,0,Low,On Time,Weekend,Positive,0.875,12.974385,77.478268
1002877,379,4844,102.0,4.5,24,23,47,5,3.55,17,Evening,0,High,On Time,Weekday,Positive,0.875,12.90117,77.658592
1002878,714,1235,269.0,4.1,23,49,72,2,10.98,9,Morning,0,Medium,On Time,Weekday,Positive,0.7749999999999999,12.997783,77.667435
1002879,633,2557,109.0,4.7,20,11,31,2,1.07,9,Morning,0,High,On Time,Weekday,Positive,0.925,12.896534,77.748044
1002880,28,4776,60.0,4.4,38,75,113,18,13.46,14,Afternoon,1,High,Heavily Delayed,Weekend,Positive,0.8500000000000001,12.932891,77.658009
1002881,287,2807,209.0,4.9,27,55,82,12,9.86,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.975,13.063758,77.656049
1002882,630,4329,260.0,2.9,35,54,89,22,7.17,14,Afternoon,1,High,Heavily Delayed,Weekend,Negative,0.475,12.901769,77.604444
1002883,387,4803,28.0,4.4,34,27,61,1,5.64,17,Evening,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.86779,77.710377
1002884,69,4767,94.0,4.8,10,10,20,-5,2.77,9,Morning,0,Low,On Time,Weekday,Positive,0.95,12.867252,77.74905
1002885,822,4967,660.0,4.4,12,58,70,-1,13.9,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.085196,77.683713
1002886,275,4767,228.0,4.8,28,64,92,17,10.97,20,Night,1,High,Heavily Delayed,Weekend,Positive,0.95,12.97673,77.63375
1002887,413,4495,95.0,4.5,20,28,48,1,5.71,22,Night,0,Medium,On Time,Weekday,Positive,0.875,12.952353,77.473686
1002888,862,4757,189.0,4.5,37,10,47,-2,1.99,19,Evening,1,Low,On Time,Weekend,Positive,0.875,13.05272,77.668022
1002889,982,4743,229.0,4.5,27,25,52,-1,5.56,14,Afternoon,1,Low,On Time,Weekend,Positive,0.875,13.058956,77.662568
1002890,759,3255,399.0,4.7,23,14,37,-4,3.58,15,Afternoon,0,Low,On Time,Weekend,Positive,0.925,12.933048,77.68267
1002891,669,2278,359.0,4.3,22,66,88,15,12.01,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.825,13.023405,77.487367
1002892,572,3351,255.0,3.9,28,47,75,-1,11.07,22,Night,0,Medium,On Time,Weekday,Neutral,0.725,13.042781,77.64612
1002893,484,4504,259.0,3.6,41,28,69,-8,7.97,21,Night,1,Low,Early,Weekday,Neutral,0.65,13.013663,77.538717
1002894,984,3056,278.0,4.2,42,74,116,17,13.4,11,Afternoon,0,High,Heavily Delayed,Weekday,Positive,0.8,12.887899,77.678081
1002895,865,4634,469.0,2.4,15,30,45,12,3.53,16,Evening,0,Medium,Slightly Delayed,Weekend,Negative,0.35,13.068971,77.522112
1002896,404,3255,230.0,4.4,39,33,72,0,7.33,8,Morning,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.984774,77.655194
1002897,908,3056,199.0,4.3,19,59,78,12,10.95,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.825,12.920618,77.538498
1002898,284,4301,99.0,4.2,39,16,55,4,1.95,23,Night,0,Medium,On Time,Weekday,Positive,0.8,12.956307,77.452698
1002899,669,789,319.0,4.4,18,36,54,7,6.22,21,Night,1,High,Slightly Delayed,Weekend,Positive,0.8500000000000001,12.859393,77.640007
1002900,110,2828,400.0,4.6,15,38,53,-2,9.0,18,Evening,0,Medium,On Time,Weekday,Positive,0.8999999999999999,12.881967,77.483981
1002901,546,2624,319.0,4.6,15,26,41,-2,6.14,10,Morning,0,Medium,On Time,Weekend,Positive,0.8999999999999999,13.041387,77.647787
1002902,756,3056,218.0,4.5,29,48,77,13,7.72,15,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.875,12.850003,77.727683
1002903,588,3255,169.0,4.3,26,81,107,39,9.51,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.825,12.954141,77.740774
1002904,508,4748,130.0,4.7,11,29,40,0,6.16,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.925,12.980628,77.520777
1002905,896,3056,368.0,4.1,11,13,24,-1,2.48,11,Afternoon,0,Medium,On Time,Weekend,Positive,0.7749999999999999,12.863659,77.692776
1002906,683,4575,75.0,3.5,19,14,33,-2,2.95,11,Afternoon,0,Low,On Time,Weekday,Neutral,0.625,13.09327,77.556066
1002907,718,3056,198.0,4.3,10,37,47,0,8.38,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.825,12.906531,77.720137
1002908,654,4939,145.0,4.9,43,19,62,1,3.45,16,Evening,0,Medium,On Time,Weekday,Positive,0.975,12.92605,77.686247
1002909,521,3255,299.0,4.3,29,74,103,17,13.46,8,Morning,0,High,Heavily Delayed,Weekday,Positive,0.825,12.925986,77.472177
1002910,859,1235,189.0,4.2,41,69,110,15,12.68,18,Evening,0,High,Slightly Delayed,Weekday,Positive,0.8,12.907604,77.572141
1002911,523,2624,109.0,4.1,26,27,53,0,5.89,8,Morning,0,Medium,On Time,Weekday,Positive,0.7749999999999999,12.850368,77.551195
1002912,307,4578,109.0,4.5,31,99,130,45,12.63,20,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.875,13.032336,77.685554
1002913,972,3255,272.8,4.7,14,50,64,13,8.46,20,Night,1,High,Slightly Delayed,Weekday,Positive,0.925,13.091711,77.573086
1002914,715,1235,129.0,3.9,10,14,24,-3,3.23,16,Evening,0,Low,On Time,Weekday,Neutral,0.725,12.906073,77.655377
1002915,829,4990,239.0,4.8,40,58,98,16,9.6,22,Night,0,High,Heavily Delayed,Weekend,Positive,0.95,13.015762,77.630731
1002916,806,4713,239.0,3.7,27,50,77,5,10.51,23,Night,0,Medium,On Time,Weekend,Neutral,0.675,13.035474,77.742692
1002917,558,3856,309.0,4.6,14,12,26,-1,2.17,11,Afternoon,0,Medium,On Time,Weekend,Positive,0.8999999999999999,13.062106,77.731335
1002918,785,1235,389.0,4.3,34,44,78,18,5.4,17,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.825,12.955657,77.57831
1002919,808,4634,299.0,3.9,16,10,26,1,1.08,22,Night,0,Low,On Time,Weekday,Neutral,0.725,12.925733,77.667073
1002920,788,2624,159.0,4.1,23,24,47,-2,5.43,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.7749999999999999,12.931324,77.698838
1002921,640,2693,299.0,4.3,16,35,51,8,5.7,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.825,13.028155,77.719666
1002922,151,3255,119.0,4.0,39,57,96,14,9.82,20,Night,1,High,Slightly Delayed,Weekend,Positive,0.75,13.054195,77.47044
1002923,185,3255,208.57,4.1,26,18,44,-1,3.79,16,Evening,0,Low,On Time,Weekday,Positive,0.7749999999999999,12.895403,77.540624
1002924,690,3056,189.0,4.6,22,11,33,1,1.42,10,Morning,0,High,On Time,Weekday,Positive,0.8999999999999999,12.942735,77.546069
1002925,967,1924,199.0,3.8,33,45,78,19,5.42,12,Afternoon,0,Jam,Heavily Delayed,Weekday,Neutral,0.7,13.075485,77.580334
1002926,679,4733,150.0,4.2,21,65,86,12,12.56,21,Night,1,High,Slightly Delayed,Weekend,Positive,0.8,13.051673,77.500779
1002927,759,1359,309.0,4.5,27,23,50,-7,6.59,23,Night,0,Low,Early,Weekday,Positive,0.875,13.096215,77.598862
1002928,508,3776,40.0,3.9,32,37,69,6,6.81,11,Afternoon,0,High,Slightly Delayed,Weekday,Neutral,0.725,13.038562,77.648964
1002929,14,2624,169.0,4.1,31,41,72,7,7.57,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.7749999999999999,12.948299,77.599209
1002930,173,1545,15.0,4.6,34,62,96,13,11.53,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,12.997659,77.649738
1002931,190,4467,665.0,4.5,34,27,61,-8,7.72,22,Night,0,Low,Early,Weekday,Positive,0.875,13.015254,77.469932
1002932,827,4212,209.0,4.7,30,11,41,-2,2.28,21,Night,1,Low,On Time,Weekday,Positive,0.925,12.869614,77.712796
1002933,688,3804,385.0,4.4,38,19,57,-1,3.89,9,Morning,0,Low,On Time,Weekday,Positive,0.8500000000000001,12.986124,77.731721
1002934,894,4794,140.0,5.0,17,21,38,2,3.63,14,Afternoon,1,Medium,On Time,Weekday,Positive,1.0,13.02733,77.635372
1002935,503,3804,325.0,5.0,14,34,48,-2,8.11,22,Night,0,Medium,On Time,Weekend,Positive,1.0,12.89183,77.714417
1002936,860,4773,45.0,4.4,11,11,22,1,1.42,19,Evening,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.045158,77.489434
1002937,529,2624,209.0,3.8,32,18,50,-6,4.97,13,Afternoon,1,Low,Early,Weekend,Neutral,0.7,12.995943,77.689235
1002938,784,4681,160.0,4.6,11,76,87,34,9.5,22,Night,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.088055,77.485744
1002939,800,3323,20.95,4.4,31,38,69,10,5.97,22,Night,0,High,Slightly Delayed,Weekend,Positive,0.8500000000000001,12.860606,77.572403
1002940,455,3804,81.0,4.6,30,46,76,-1,10.91,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.8999999999999999,12.916332,77.547146
1002941,843,4647,155.0,4.3,26,36,62,6,6.48,16,Evening,0,High,Slightly Delayed,Weekend,Positive,0.825,13.000388,77.625678
1002942,637,1235,279.0,4.2,40,80,120,18,14.71,13,Afternoon,1,High,Heavily Delayed,Weekday,Positive,0.8,12.92414,77.540454
1002943,757,1849,295.0,4.3,34,81,115,20,14.51,21,Night,1,High,Heavily Delayed,Weekend,Positive,0.825,13.028606,77.641194
1002944,445,4566,125.0,4.7,16,100,116,48,12.2,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.925,13.039751,77.560216
1002945,296,3056,189.0,4.3,34,77,111,16,14.36,18,Evening,0,High,Heavily Delayed,Weekend,Positive,0.825,12.875629,77.708237
1002946,485,4049,23.0,4.1,27,25,52,5,3.87,13,Afternoon,1,High,On Time,Weekend,Positive,0.7749999999999999,12.978464,77.640165
1002947,167,4911,339.0,4.6,41,64,105,15,11.51,20,Night,1,High,Slightly Delayed,Weekend,Positive,0.8999999999999999,12.977223,77.514589
1002948,59,4723,429.0,4.2,17,30,47,4,5.5,15,Afternoon,0,High,On Time,Weekday,Positive,0.8,12.94232,77.550839
1002949,184,4713,239.0,4.0,23,45,68,-3,11.15,19,Evening,1,Medium,On Time,Weekday,Positive,0.75,13.083231,77.704226
1002950,957,2807,339.0,4.6,15,37,52,8,6.23,20,Night,1,High,Slightly Delayed,Weekday,Positive,0.8999999999999999,13.056877,77.565944
1002951,369,3255,139.05,4.8,32,23,55,-1,5.05,23,Night,0,Medium,On Time,Weekday,Positive,0.95,13.024302,77.61074
1002952,907,3255,115.0,5.0,24,75,99,14,14.42,8,Morning,0,High,Slightly Delayed,Weekday,Positive,1.0,13.028582,77.644683
1002953,219,3663,250.0,4.5,31,26,57,6,3.94,22,Night,0,High,Slightly Delayed,Weekday,Positive,0.875,12.965429,77.554343
1002954,523,1659,109.0,4.4,12,50,62,0,11.62,19,Evening,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.080249,77.538194
1002955,56,3804,171.0,3.9,18,58,76,13,10.45,8,Morning,0,High,Slightly Delayed,Weekday,Neutral,0.725,13.023649,77.592576
1002956,110,3255,155.0,4.3,14,29,43,4,5.25,21,Night,1,High,On Time,Weekday,Positive,0.825,13.032245,77.514464
1002957,339,3255,419.0,3.1,21,72,93,39,7.42,19,Evening,1,Jam,Heavily Delayed,Weekday,Neutral,0.525,13.065423,77.535263
1002958,70,3804,98.0,4.5,38,15,53,-1,3.0,11,Afternoon,0,Medium,On Time,Weekend,Positive,0.875,12.918518,77.468624
1002959,870,4735,194.0,4.0,10,59,69,0,13.9,12,Afternoon,0,Medium,On Time,Weekend,Positive,0.75,13.051768,77.541191
1002960,224,4676,80.0,5.0,42,112,154,51,14.55,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,1.0,12.89881,77.546211
1002961,742,75,239.0,4.9,30,60,90,12,11.25,12,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.975,12.936335,77.73855
1002962,60,3255,319.0,3.9,30,100,130,45,12.89,12,Afternoon,0,Jam,Heavily Delayed,Weekday,Neutral,0.725,12.933903,77.626919
1002963,318,4757,37.14,4.2,36,13,49,0,2.16,14,Afternoon,1,Medium,On Time,Weekday,Positive,0.8,13.094631,77.686215
1002964,476,4514,149.0,4.6,11,40,51,11,6.38,19,Evening,1,High,Slightly Delayed,Weekend,Positive,0.8999999999999999,13.064134,77.463613
1002965,483,3399,66.67,4.8,17,34,51,8,5.63,20,Night,1,High,Slightly Delayed,Weekday,Positive,0.95,13.025292,77.481961
1002966,646,3804,290.47,5.0,21,47,68,8,8.91,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,1.0,13.031764,77.694361
1002967,112,2675,126.27,4.4,31,14,45,-4,3.57,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.8500000000000001,12.990518,77.637065
1002968,144,3255,230.0,4.5,18,26,44,-13,8.89,19,Evening,1,Low,Early,Weekend,Positive,0.875,13.086773,77.507295
1002969,659,4964,200.0,3.8,38,45,83,1,10.16,18,Evening,0,Medium,On Time,Weekend,Neutral,0.7,12.974065,77.571439
1002970,226,3718,69.0,3.7,12,11,23,-5,2.85,22,Night,0,Low,On Time,Weekday,Neutral,0.675,12.945129,77.611602
1002971,237,2480,22.86,4.5,31,14,45,-2,2.84,20,Night,1,Low,On Time,Weekday,Positive,0.875,12.890759,77.703083
1002972,901,3255,185.0,4.3,13,11,24,1,1.5,23,Night,0,Low,On Time,Weekday,Positive,0.825,13.046551,77.468124
1002973,971,1561,238.0,4.2,38,65,103,15,11.65,16,Evening,0,High,Slightly Delayed,Weekend,Positive,0.8,13.033611,77.629017
1002974,780,4712,229.0,4.2,22,46,68,20,5.63,17,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.8,12.946089,77.665111
1002975,9,2480,438.1,4.5,33,21,54,0,4.16,22,Night,0,Low,On Time,Weekend,Positive,0.875,12.856298,77.743368
1002976,532,3804,129.0,4.8,11,93,104,42,11.89,20,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.95,13.059749,77.692148
1002977,378,1659,179.0,4.3,12,18,30,2,3.01,21,Night,1,High,On Time,Weekday,Positive,0.825,12.852854,77.532868
1002978,981,4192,249.0,3.5,24,41,65,9,6.98,13,Afternoon,1,High,Slightly Delayed,Weekend,Neutral,0.625,13.025925,77.662874
1002979,375,3415,250.0,4.7,33,51,84,2,11.43,15,Afternoon,0,Medium,On Time,Weekday,Positive,0.925,13.092564,77.678983
1002980,455,3804,253.33,4.3,35,35,70,-5,9.03,22,Night,0,Medium,On Time,Weekday,Positive,0.825,12.959415,77.668921
1002981,34,1565,125.0,4.8,17,72,89,33,8.76,19,Evening,1,Jam,Heavily Delayed,Weekday,Positive,0.95,12.908743,77.696043
1002982,401,3351,308.0,4.8,14,18,32,1,3.2,22,Night,0,High,On Time,Weekday,Positive,0.95,13.026218,77.721119
1002983,683,2889,145.0,4.5,17,18,35,0,3.53,21,Night,1,High,On Time,Weekday,Positive,0.875,13.054282,77.479529
1002984,78,4688,149.0,4.6,41,73,114,33,9.16,16,Evening,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,12.986608,77.481429
1002985,347,3255,139.0,4.1,40,10,50,0,1.33,19,Evening,1,Low,On Time,Weekday,Positive,0.7749999999999999,13.091759,77.68892
1002986,175,3336,110.0,4.3,17,72,89,16,13.17,21,Night,1,High,Heavily Delayed,Weekday,Positive,0.825,12.862917,77.525712
1002987,663,3804,202.0,4.4,26,35,61,7,5.91,10,Morning,0,High,Slightly Delayed,Weekday,Positive,0.8500000000000001,12.976199,77.467562
1002988,39,3056,199.0,4.4,32,32,64,1,6.83,23,Night,0,Medium,On Time,Weekday,Positive,0.8500000000000001,13.029613,77.570369
1002989,677,4401,299.0,4.3,22,21,43,-2,4.62,16,Evening,0,Low,On Time,Weekday,Positive,0.825,13.06566,77.695963
1002990,938,1924,199.0,4.5,24,72,96,16,13.27,14,Afternoon,1,High,Heavily Delayed,Weekday,Positive,0.875,12.894814,77.48797
1002991,417,3056,239.0,4.2,37,35,72,-9,10.0,21,Night,1,Low,Early,Weekday,Positive,0.8,13.050001,77.651553
1002992,876,3056,109.0,3.9,39,23,62,-10,7.3,16,Evening,0,Low,Early,Weekend,Neutral,0.725,12.988177,77.451085
1002993,517,3804,181.0,4.6,24,34,58,-6,9.19,10,Morning,0,Low,Early,Weekend,Positive,0.8999999999999999,12.949138,77.482921
1002994,334,3255,419.0,4.8,17,36,53,7,6.33,19,Evening,1,High,Slightly Delayed,Weekend,Positive,0.95,12.882929,77.555255
1002995,813,3825,336.0,3.6,24,42,66,8,7.52,18,Evening,0,High,Slightly Delayed,Weekday,Neutral,0.65,13.066324,77.475081
1002996,985,4882,95.24,4.6,43,27,70,-1,6.01,10,Morning,0,Medium,On Time,Weekday,Positive,0.8999999999999999,12.889318,77.703771
1002997,300,3255,379.0,4.2,29,39,68,8,6.75,17,Evening,0,High,Slightly Delayed,Weekday,Positive,0.8,12.927447,77.709221
1002998,356,3996,190.0,4.6,22,31,53,5,5.41,12,Afternoon,0,High,On Time,Weekend,Positive,0.8999999999999999,12.922511,77.676671
1002999,205,4050,410.0,4.5,30,10,40,-3,2.09,10,Morning,0,Low,On Time,Weekday,Positive,0.875,13.067854,77.522744
1003000,574,3856,129.0,4.4,32,12,44,2,1.52,8,Morning,0,Low,On Time,Weekday,Positive,0.8500000000000001,13.018176,77.606974
1003001,143,3804,248.0,4.1,12,14,26,-4,3.44,8,Morning,0,Low,On Time,Weekday,Positive,0.7749999999999999,13.04917,77.505257
1003002,567,3255,57.14,5.0,31,21,52,-1,4.52,19,Evening,1,Medium,On Time,Weekend,Positive,1.0,12.912617,77.534384
1003003,799,3565,160.0,4.6,38,73,111,16,13.47,16,Evening,0,High,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.006219,77.604802
1003004,364,4323,239.0,4.3,39,43,82,1,9.56,22,Night,0,Medium,On Time,Weekend,Positive,0.825,12.992936,77.670504
1003005,970,3807,110.0,4.7,33,60,93,-1,14.42,9,Morning,0,Medium,On Time,Weekday,Positive,0.925,13.058208,77.478396
1003006,107,3255,139.0,4.1,34,29,63,2,5.76,18,Evening,0,Medium,On Time,Weekday,Positive,0.7749999999999999,13.076522,77.539009
1003007,28,4713,30.0,4.1,21,58,79,28,6.62,23,Night,0,Jam,Heavily Delayed,Weekend,Positive,0.7749999999999999,12.853039,77.727986
1003008,802,1604,76.27,4.3,29,64,93,16,11.08,22,Night,0,High,Heavily Delayed,Weekday,Positive,0.825,13.018505,77.578737
1003009,928,4291,320.0,4.7,42,51,93,11,9.09,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.925,12.862959,77.731661
1003010,983,3460,199.0,4.8,31,29,60,-8,8.39,9,Morning,0,Low,Early,Weekday,Positive,0.95,12.987215,77.74742
1003011,895,4191,300.0,4.5,28,30,58,-10,9.06,20,Night,1,Low,Early,Weekday,Positive,0.875,12.921908,77.607998
1003012,729,3460,109.0,4.0,41,40,81,0,9.18,23,Night,0,Medium,On Time,Weekday,Positive,0.75,12.926694,77.536413
1003013,671,3056,204.0,3.7,35,63,98,13,11.72,18,Evening,0,High,Slightly Delayed,Weekend,Neutral,0.675,12.93824,77.687233
1003014,636,2624,259.0,4.9,16,58,74,13,10.35,14,Afternoon,1,High,Slightly Delayed,Weekday,Positive,0.975,13.005323,77.497793
1003015,886,1580,400.0,4.2,17,60,77,-1,14.4,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8,12.933512,77.525614
1003016,257,3543,159.0,4.6,20,111,131,51,14.27,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.8999999999999999,13.033175,77.685464
1003017,154,3647,162.0,5.0,25,31,56,0,6.91,11,Afternoon,0,Medium,On Time,Weekend,Positive,1.0,12.951132,77.580094
1003018,575,3255,249.0,4.7,18,11,29,1,1.5,10,Morning,0,Medium,On Time,Weekday,Positive,0.925,12.867088,77.510461
1003019,274,4757,79.0,4.4,13,11,24,2,1.16,22,Night,0,High,On Time,Weekday,Positive,0.8500000000000001,13.04594,77.645338
1003020,839,3255,799.05,4.8,20,12,32,-3,2.72,8,Morning,0,Low,On Time,Weekday,Positive,0.95,12.92144,77.669829
1003021,82,2807,159.0,3.7,19,10,29,-2,2.05,18,Evening,0,Low,On Time,Weekday,Neutral,0.675,12.958192,77.487521
1003022,489,1810,57.14,3.3,38,44,82,15,6.23,15,Afternoon,0,High,Slightly Delayed,Weekend,Neutral,0.575,13.021361,77.533094
1003023,519,3351,308.0,4.7,14,13,27,2,1.74,19,Evening,1,Medium,On Time,Weekday,Positive,0.925,12.933114,77.516383
1003024,332,3856,28.57,4.2,12,76,88,33,9.75,21,Night,1,Jam,Heavily Delayed,Weekday,Positive,0.8,12.864146,77.563956
1003025,916,2807,199.0,3.4,22,35,57,16,3.66,11,Afternoon,0,Medium,Heavily Delayed,Weekday,Neutral,0.6,12.94348,77.679033
1003026,466,4990,314.0,4.4,25,33,58,-3,8.2,13,Afternoon,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.086112,77.664112
1003027,999,3255,199.0,4.1,17,12,29,-2,2.44,22,Night,0,Medium,On Time,Weekday,Positive,0.7749999999999999,13.010434,77.648757
1003028,132,3804,178.0,4.1,37,53,90,-1,12.59,21,Night,1,Medium,On Time,Weekend,Positive,0.7749999999999999,13.01787,77.451886
1003029,326,3255,219.05,4.5,33,64,97,13,11.92,11,Afternoon,0,High,Slightly Delayed,Weekday,Positive,0.875,13.008071,77.492643
1003030,517,1659,219.0,5.0,11,33,44,4,6.41,19,Evening,1,High,On Time,Weekday,Positive,1.0,12.899748,77.516989
1003031,988,4743,349.0,2.2,15,95,110,37,13.75,21,Night,1,High,Heavily Delayed,Weekday,Negative,0.3,12.954583,77.531587
1003032,174,3255,529.0,3.7,28,17,45,-2,3.6,22,Night,0,Medium,On Time,Weekday,Neutral,0.675,13.037735,77.493928
1003033,737,4866,545.0,2.9,27,100,127,47,12.4,18,Evening,0,Jam,Heavily Delayed,Weekday,Negative,0.475,12.875343,77.573095
1003034,444,3255,388.57,4.2,33,39,72,1,8.64,19,Evening,1,Medium,On Time,Weekend,Positive,0.8,12.919463,77.472554
1003035,764,4084,160.0,4.8,29,23,52,-3,5.61,8,Morning,0,Low,On Time,Weekday,Positive,0.95,12.91908,77.675007
1003036,640,3647,207.0,4.4,33,10,43,-3,2.18,23,Night,0,Low,On Time,Weekday,Positive,0.8500000000000001,12.958005,77.686316
1003037,308,4507,85.0,3.6,11,19,30,1,3.4,22,Night,0,Medium,On Time,Weekend,Neutral,0.65,13.095092,77.62228
1003038,488,3255,139.0,4.2,25,55,80,-1,13.08,21,Night,1,Medium,On Time,Weekday,Positive,0.8,12.866876,77.476911
1003039,531,2807,259.0,4.6,44,41,85,-1,9.5,19,Evening,1,Medium,On Time,Weekday,Positive,0.8999999999999999,12.979675,77.717025
1003040,362,1235,109.0,4.1,16,15,31,-6,4.32,21,Night,1,Low,Early,Weekend,Positive,0.7749999999999999,12.894841,77.739691
1003041,880,4700,279.0,3.2,39,58,97,23,7.94,12,Afternoon,0,High,Heavily Delayed,Weekend,Neutral,0.55,13.092669,77.510709
1003042,618,4695,399.0,4.5,44,12,56,-2,2.51,13,Afternoon,1,Low,On Time,Weekday,Positive,0.875,12.878326,77.661392
1003043,330,4618,110.0,4.2,25,16,41,2,2.38,19,Evening,1,Low,On Time,Weekend,Positive,0.8,12.9509,77.702582
1003044,101,3255,428.57,4.3,25,75,100,17,13.71,21,Night,1,High,Heavily Delayed,Weekday,Positive,0.825,13.034471,77.611953
1003045,520,3804,245.0,5.0,33,42,75,9,7.41,17,Evening,0,High,Slightly Delayed,Weekday,Positive,1.0,13.026139,77.546997
1003046,875,4709,280.0,4.7,23,38,61,10,6.06,8,Morning,0,High,Slightly Delayed,Weekday,Positive,0.925,12.955682,77.593568
1003047,844,1271,88.98,4.0,25,62,87,2,14.29,14,Afternoon,1,Medium,On Time,Weekday,Positive,0.75,12.936631,77.603681
1003048,634,4521,389.0,4.0,41,35,76,5,6.59,20,Night,1,High,On Time,Weekday,Positive,0.75,12.949403,77.570191
1003049,440,4757,259.0,4.4,16,23,39,-4,5.71,17,Evening,0,Low,On Time,Weekday,Positive,0.8500000000000001,12.916069,77.728953
1003050,218,4757,209.0,2.7,34,29,63,6,4.82,23,Night,0,Medium,Slightly Delayed,Weekday,Negative,0.425,12.901333,77.673165
1003051,605,4382,139.0,3.7,32,49,81,10,8.91,13,Afternoon,1,High,Slightly Delayed,Weekday,Neutral,0.675,12.97076,77.52239
1003052,395,2746,210.0,4.6,11,37,48,-2,8.82,23,Night,0,Medium,On Time,Weekend,Positive,0.8999999999999999,12.917133,77.625667
1003053,237,1593,270.0,4.6,18,10,28,1,1.23,23,Night,0,Low,On Time,Weekday,Positive,0.8999999999999999,12.921865,77.656607
1003054,215,3460,209.0,2.8,41,99,140,55,10.16,16,Evening,0,Jam,Heavily Delayed,Weekend,Negative,0.4499999999999999,13.014189,77.492047
1003055,274,4959,188.1,4.4,31,54,85,3,12.04,19,Evening,1,Medium,On Time,Weekday,Positive,0.8500000000000001,13.092134,77.557528
1003056,567,789,269.0,4.1,27,49,76,7,9.62,19,Evening,1,High,Slightly Delayed,Weekend,Positive,0.7749999999999999,13.000909,77.721664
1003057,820,3255,368.57,4.5,32,101,133,45,13.18,11,Afternoon,0,Jam,Heavily Delayed,Weekday,Positive,0.875,12.869245,77.620152
1003058,798,3056,70.0,4.2,18,24,42,1,4.87,23,Night,0,Medium,On Time,Weekend,Positive,0.8,12.868896,77.515099
1003059,989,4757,231.05,4.6,36,19,55,0,3.69,19,Evening,1,Medium,On Time,Weekday,Positive,0.8999999999999999,13.087856,77.486835
1003060,201,2624,749.0,3.0,43,60,103,14,10.76,8,Morning,0,Medium,Slightly Delayed,Weekday,Neutral,0.5,12.924323,77.605468
